Frame,Pixel Count
MOG2,16968
KNN,1088
CNT,3951
GMG,5335
MOG,3621
MOG2,17099
KNN,1116
CNT,4089
GMG,5318
MOG,3619
MOG2,17119
KNN,1108
CNT,4081
GMG,5311
MOG,3585
MOG2,17125
KNN,1110
CNT,4098
GMG,5310
MOG,3569
MOG2,17117
KNN,1107
CNT,4056
GMG,5360
MOG,3559
MOG2,17323
KNN,1082
CNT,4126
GMG,5349
MOG,3561
MOG2,17360
KNN,1093
CNT,4095
GMG,5337
MOG,3562
MOG2,17430
KNN,1071
CNT,4115
GMG,5405
MOG,3645
MOG2,17439
KNN,1144
CNT,4219
GMG,5371
MOG,3678
MOG2,17595
KNN,1100
CNT,4258
GMG,5428
MOG,3682
MOG2,17682
KNN,1143
CNT,4461
GMG,5378
MOG,3637
MOG2,17657
KNN,1077
CNT,4433
GMG,5342
MOG,3669
MOG2,17680
KNN,1126
CNT,4423
GMG,5335
MOG,3550
MOG2,17768
KNN,1119
CNT,4434
GMG,5295
MOG,3543
MOG2,17751
KNN,1140
CNT,4408
GMG,5245
MOG,3480
MOG2,17744
KNN,1089
CNT,4371
GMG,5231
MOG,3415
MOG2,17693
KNN,1114
CNT,4296
GMG,5223
MOG,3422
MOG2,17664
KNN,1083
CNT,4228
GMG,5199
MOG,3410
MOG2,17661
KNN,1082
CNT,4250
GMG,5126
MOG,3353
MOG2,17601
KNN,1059
CNT,4180
GMG,5121
MOG,3386
MOG2,17621
KNN,1032
CNT,4190
GMG,5097
MOG,3358
MOG2,17704
KNN,1009
CNT,4179
GMG,5124
MOG,3277
MOG2,17664
KNN,1008
CNT,4156
GMG,5076
MOG,3229
MOG2,17652
KNN,970
CNT,4127
GMG,5052
MOG,3197
MOG2,17668
KNN,990
CNT,4120
GMG,5801
MOG,4616
MOG2,18274
KNN,969
CNT,5230
GMG,5726
MOG,3846
MOG2,18262
KNN,989
CNT,5145
GMG,5730
MOG,3495
MOG2,18340
KNN,1015
CNT,5105
GMG,5769
MOG,3235
MOG2,18391
KNN,1010
CNT,5178
GMG,5775
MOG,3201
MOG2,18290
KNN,1008
CNT,5219
GMG,5921
MOG,3143
MOG2,18346
KNN,1019
CNT,5380
GMG,6128
MOG,3144
MOG2,18362
KNN,987
CNT,5563
GMG,6342
MOG,3244
MOG2,18492
KNN,1006
CNT,5783
GMG,6377
MOG,3123
MOG2,18514
KNN,1008
CNT,5847
GMG,6669
MOG,3101
MOG2,18648
KNN,1119
CNT,6098
GMG,6721
MOG,3046
MOG2,18554
KNN,1136
CNT,6147
GMG,6935
MOG,3026
MOG2,18755
KNN,1230
CNT,6404
GMG,6997
MOG,3002
MOG2,18677
KNN,1237
CNT,6432
GMG,7078
MOG,2974
MOG2,18732
KNN,1307
CNT,6548
GMG,7267
MOG,2978
MOG2,18738
KNN,1391
CNT,6680
GMG,7662
MOG,3492
MOG2,19034
KNN,1529
CNT,7096
GMG,7796
MOG,3718
MOG2,19006
KNN,1617
CNT,7242
GMG,7943
MOG,3698
MOG2,19081
KNN,1661
CNT,7391
GMG,8113
MOG,3733
MOG2,19105
KNN,1815
CNT,7531
GMG,8348
MOG,3931
MOG2,19398
KNN,1911
CNT,7837
GMG,8528
MOG,4106
MOG2,19536
KNN,2058
CNT,7914
GMG,8831
MOG,4292
MOG2,19707
KNN,2254
CNT,8239
GMG,8957
MOG,4541
MOG2,19751
KNN,2407
CNT,8368
GMG,9218
MOG,4591
MOG2,19947
KNN,2478
CNT,8611
GMG,9373
MOG,4501
MOG2,20100
KNN,2709
CNT,8750
GMG,9499
MOG,4784
MOG2,20192
KNN,2776
CNT,8910
GMG,9528
MOG,4346
MOG2,20236
KNN,2859
CNT,8941
GMG,9639
MOG,4514
MOG2,20295
KNN,2927
CNT,9062
GMG,9709
MOG,4400
MOG2,20296
KNN,2992
CNT,9066
GMG,9719
MOG,4179
MOG2,20462
KNN,3069
CNT,9162
GMG,9792
MOG,4391
MOG2,20563
KNN,3063
CNT,9204
GMG,9957
MOG,4444
MOG2,20715
KNN,3169
CNT,9291
GMG,9966
MOG,4046
MOG2,20683
KNN,3203
CNT,9216
GMG,9939
MOG,3968
MOG2,20805
KNN,3194
CNT,9209
GMG,9942
MOG,4147
MOG2,20937
KNN,3226
CNT,9162
GMG,9946
MOG,4078
MOG2,20887
KNN,3224
CNT,9119
GMG,9861
MOG,4193
MOG2,21063
KNN,3154
CNT,9073
GMG,9857
MOG,4140
MOG2,21102
KNN,3165
CNT,9006
GMG,9831
MOG,4318
MOG2,21217
KNN,3080
CNT,8946
GMG,9822
MOG,4347
MOG2,21208
KNN,3037
CNT,8823
GMG,9847
MOG,4419
MOG2,21426
KNN,2960
CNT,8851
GMG,9751
MOG,4556
MOG2,21464
KNN,2956
CNT,8833
GMG,9719
MOG,4740
MOG2,21520
KNN,2811
CNT,8770
GMG,9634
MOG,4745
MOG2,21423
KNN,2784
CNT,8668
GMG,9591
MOG,4791
MOG2,21573
KNN,2712
CNT,8667
GMG,9593
MOG,4926
MOG2,21746
KNN,2634
CNT,8613
GMG,9549
MOG,5041
MOG2,21712
KNN,2566
CNT,8480
GMG,9604
MOG,5048
MOG2,21742
KNN,2510
CNT,8471
GMG,9582
MOG,4861
MOG2,21688
KNN,2514
CNT,8431
GMG,9587
MOG,4884
MOG2,21983
KNN,2446
CNT,8493
GMG,9589
MOG,5043
MOG2,21995
KNN,2380
CNT,8453
GMG,9577
MOG,5174
MOG2,22118
KNN,2374
CNT,8494
GMG,9658
MOG,5379
MOG2,22112
KNN,2462
CNT,8546
GMG,9846
MOG,5395
MOG2,22451
KNN,2436
CNT,8730
GMG,9924
MOG,5457
MOG2,22443
KNN,2437
CNT,8578
GMG,10036
MOG,5511
MOG2,22523
KNN,2498
CNT,8627
GMG,10005
MOG,5482
MOG2,22476
KNN,2479
CNT,8555
GMG,10179
MOG,5614
MOG2,22777
KNN,2530
CNT,8795
GMG,10168
MOG,5703
MOG2,22739
KNN,2505
CNT,8780
GMG,10412
MOG,5835
MOG2,22938
KNN,2570
CNT,9034
GMG,10599
MOG,6051
MOG2,22953
KNN,2696
CNT,9252
GMG,10741
MOG,6231
MOG2,23139
KNN,2750
CNT,9420
GMG,10739
MOG,6049
MOG2,23115
KNN,2777
CNT,9419
GMG,10851
MOG,6094
MOG2,23221
KNN,2798
CNT,9542
GMG,10905
MOG,6285
MOG2,23274
KNN,2866
CNT,9563
GMG,10827
MOG,6214
MOG2,23251
KNN,2864
CNT,9511
GMG,11227
MOG,6411
MOG2,23682
KNN,2901
CNT,9895
GMG,11361
MOG,6652
MOG2,23776
KNN,2944
CNT,10103
GMG,11661
MOG,6574
MOG2,24165
KNN,2880
CNT,10373
GMG,11767
MOG,6416
MOG2,24274
KNN,2902
CNT,10385
GMG,11954
MOG,6410
MOG2,24462
KNN,2903
CNT,10529
GMG,11939
MOG,6223
MOG2,24405
KNN,2896
CNT,10558
GMG,12226
MOG,6304
MOG2,24800
KNN,2852
CNT,10926
GMG,12212
MOG,6354
MOG2,24747
KNN,2903
CNT,10875
GMG,12379
MOG,6318
MOG2,24898
KNN,2876
CNT,11059
GMG,12803
MOG,6532
MOG2,25105
KNN,3038
CNT,11518
GMG,12958
MOG,6605
MOG2,25428
KNN,3032
CNT,11792
GMG,12981
MOG,6376
MOG2,25444
KNN,3047
CNT,11785
GMG,13135
MOG,6372
MOG2,25653
KNN,3152
CNT,11958
GMG,13119
MOG,6345
MOG2,25687
KNN,3234
CNT,11910
GMG,13419
MOG,6372
MOG2,26133
KNN,3310
CNT,12241
GMG,13435
MOG,6336
MOG2,26183
KNN,3309
CNT,12309
GMG,13655
MOG,6527
MOG2,26276
KNN,3350
CNT,12479
GMG,13592
MOG,6497
MOG2,26126
KNN,3353
CNT,12295
GMG,13846
MOG,6584
MOG2,26265
KNN,3348
CNT,12506
GMG,13768
MOG,6482
MOG2,26122
KNN,3347
CNT,12345
GMG,14071
MOG,6662
MOG2,26398
KNN,3354
CNT,12775
GMG,14248
MOG,6740
MOG2,26377
KNN,3380
CNT,12797
GMG,14325
MOG,6711
MOG2,26288
KNN,3373
CNT,12858
GMG,14309
MOG,6526
MOG2,26371
KNN,3429
CNT,12735
GMG,15975
MOG,12391
MOG2,27631
KNN,3637
CNT,15352
GMG,16004
MOG,10059
MOG2,27630
KNN,3576
CNT,15422
GMG,15995
MOG,8450
MOG2,27687
KNN,3563
CNT,15341
GMG,16230
MOG,6361
MOG2,27910
KNN,3546
CNT,15654
GMG,16320
MOG,6332
MOG2,27977
KNN,3567
CNT,15668
GMG,16399
MOG,6307
MOG2,28111
KNN,3558
CNT,15708
GMG,16369
MOG,6156
MOG2,28034
KNN,3581
CNT,15565
GMG,16639
MOG,6345
MOG2,28367
KNN,3487
CNT,15886
GMG,16651
MOG,6066
MOG2,28404
KNN,3516
CNT,15780
GMG,16830
MOG,6120
MOG2,28635
KNN,3528
CNT,15948
GMG,16796
MOG,6041
MOG2,28585
KNN,3562
CNT,15727
GMG,17118
MOG,6368
MOG2,28889
KNN,3563
CNT,16137
GMG,17185
MOG,6365
MOG2,29039
KNN,3577
CNT,16153
GMG,17352
MOG,6538
MOG2,29271
KNN,3564
CNT,16299
GMG,17336
MOG,6179
MOG2,29264
KNN,3658
CNT,16103
GMG,17772
MOG,6306
MOG2,29845
KNN,3566
CNT,16676
GMG,17811
MOG,6203
MOG2,29796
KNN,3563
CNT,16544
GMG,18001
MOG,6203
MOG2,29944
KNN,3484
CNT,16698
GMG,17908
MOG,6032
MOG2,29894
KNN,3477
CNT,16524
GMG,18334
MOG,6043
MOG2,30417
KNN,3483
CNT,17006
GMG,18477
MOG,5934
MOG2,30515
KNN,3511
CNT,17056
GMG,18714
MOG,5997
MOG2,30606
KNN,3447
CNT,17177
GMG,18600
MOG,5853
MOG2,30493
KNN,3444
CNT,16871
GMG,19024
MOG,5950
MOG2,30933
KNN,3470
CNT,17366
GMG,19058
MOG,5867
MOG2,30951
KNN,3459
CNT,17298
GMG,19139
MOG,5985
MOG2,31123
KNN,3469
CNT,17377
GMG,19069
MOG,5929
MOG2,31048
KNN,3445
CNT,17156
GMG,19537
MOG,6002
MOG2,31625
KNN,3359
CNT,17809
GMG,19530
MOG,6005
MOG2,31665
KNN,3347
CNT,17591
GMG,19740
MOG,6108
MOG2,31864
KNN,3332
CNT,17737
GMG,19787
MOG,6071
MOG2,31803
KNN,3321
CNT,17778
GMG,20176
MOG,6055
MOG2,32299
KNN,3327
CNT,18135
GMG,20108
MOG,5991
MOG2,32283
KNN,3303
CNT,17877
GMG,20221
MOG,6039
MOG2,32246
KNN,3254
CNT,17795
GMG,20126
MOG,5892
MOG2,32227
KNN,3180
CNT,17480
GMG,20301
MOG,5960
MOG2,32479
KNN,3134
CNT,17510
GMG,20611
MOG,6134
MOG2,32774
KNN,3221
CNT,17641
GMG,20549
MOG,6087
MOG2,32654
KNN,3127
CNT,17395
GMG,20908
MOG,6117
MOG2,33008
KNN,3083
CNT,17576
GMG,20903
MOG,6100
MOG2,33076
KNN,3048
CNT,17324
GMG,20982
MOG,6142
MOG2,33225
KNN,2969
CNT,17247
GMG,20933
MOG,6070
MOG2,33183
KNN,2981
CNT,17013
GMG,21409
MOG,6195
MOG2,33751
KNN,2968
CNT,17334
GMG,21326
MOG,6129
MOG2,33769
KNN,2946
CNT,17064
GMG,21551
MOG,6084
MOG2,34062
KNN,2951
CNT,17132
GMG,21647
MOG,6039
MOG2,34121
KNN,2943
CNT,17151
GMG,21649
MOG,6025
MOG2,34307
KNN,2892
CNT,17028
GMG,21507
MOG,5963
MOG2,34138
KNN,2846
CNT,16668
GMG,21686
MOG,5851
MOG2,34285
KNN,2918
CNT,16530
GMG,21742
MOG,5866
MOG2,34387
KNN,2864
CNT,16407
GMG,21641
MOG,5775
MOG2,34343
KNN,2825
CNT,16141
GMG,21889
MOG,5920
MOG2,34665
KNN,2813
CNT,16296
GMG,22029
MOG,5832
MOG2,35002
KNN,2803
CNT,16360
GMG,22061
MOG,5962
MOG2,35100
KNN,2774
CNT,16310
GMG,22004
MOG,5705
MOG2,35171
KNN,2824
CNT,15741
GMG,22257
MOG,5869
MOG2,35655
KNN,2745
CNT,15637
GMG,22251
MOG,5827
MOG2,35721
KNN,2740
CNT,15332
GMG,22373
MOG,5871
MOG2,35859
KNN,2703
CNT,15266
GMG,22185
MOG,5678
MOG2,35898
KNN,2749
CNT,15057
GMG,22732
MOG,5871
MOG2,36462
KNN,2754
CNT,15508
GMG,22980
MOG,5742
MOG2,36646
KNN,2751
CNT,15672
GMG,22902
MOG,5725
MOG2,36749
KNN,2780
CNT,15555
GMG,22796
MOG,5690
MOG2,36744
KNN,2757
CNT,15313
GMG,23058
MOG,5773
MOG2,37064
KNN,2751
CNT,15502
GMG,23003
MOG,5687
MOG2,37052
KNN,2708
CNT,15342
GMG,22997
MOG,5506
MOG2,37120
KNN,2740
CNT,15258
GMG,22766
MOG,5401
MOG2,37064
KNN,2697
CNT,14920
GMG,23183
MOG,5402
MOG2,37414
KNN,2693
CNT,15292
GMG,23075
MOG,5381
MOG2,37447
KNN,2609
CNT,15134
GMG,23293
MOG,5430
MOG2,37697
KNN,2665
CNT,15164
GMG,23149
MOG,5422
MOG2,37572
KNN,2680
CNT,14865
GMG,23479
MOG,5419
MOG2,37911
KNN,2693
CNT,15210
GMG,23462
MOG,5561
MOG2,37915
KNN,2647
CNT,15005
GMG,23509
MOG,5506
MOG2,38032
KNN,2589
CNT,14927
GMG,23470
MOG,5469
MOG2,38064
KNN,2707
CNT,14705
GMG,24097
MOG,5643
MOG2,38526
KNN,2690
CNT,15242
GMG,24042
MOG,5580
MOG2,38503
KNN,2696
CNT,15108
GMG,24024
MOG,5547
MOG2,38523
KNN,2691
CNT,14962
GMG,23810
MOG,5542
MOG2,38531
KNN,2643
CNT,14681
GMG,23888
MOG,5560
MOG2,38821
KNN,2599
CNT,14775
GMG,23757
MOG,5609
MOG2,38818
KNN,2572
CNT,14607
GMG,23810
MOG,5535
MOG2,38917
KNN,2573
CNT,14536
GMG,23611
MOG,5621
MOG2,38788
KNN,2577
CNT,14205
GMG,23859
MOG,5577
MOG2,39126
KNN,2541
CNT,14425
GMG,23723
MOG,5564
MOG2,39105
KNN,2543
CNT,14224
GMG,23676
MOG,5564
MOG2,39142
KNN,2524
CNT,14088
GMG,23408
MOG,5586
MOG2,39000
KNN,2519
CNT,13644
GMG,23428
MOG,5684
MOG2,39119
KNN,2547
CNT,13689
GMG,23432
MOG,5723
MOG2,39143
KNN,2555
CNT,13608
GMG,23216
MOG,5676
MOG2,39079
KNN,2525
CNT,13320
GMG,25734
MOG,11116
MOG2,40038
KNN,2511
CNT,16333
GMG,25645
MOG,9186
MOG2,40151
KNN,2497
CNT,16180
GMG,25365
MOG,7852
MOG2,40072
KNN,2399
CNT,15868
GMG,25302
MOG,5969
MOG2,40051
KNN,2321
CNT,15785
GMG,25095
MOG,5988
MOG2,40018
KNN,2279
CNT,15587
GMG,25013
MOG,5953
MOG2,40079
KNN,2291
CNT,15480
GMG,24733
MOG,5879
MOG2,39965
KNN,2293
CNT,15122
GMG,24709
MOG,5941
MOG2,40198
KNN,2302
CNT,15158
GMG,24434
MOG,5890
MOG2,40214
KNN,2210
CNT,14946
GMG,24409
MOG,5845
MOG2,40144
KNN,2196
CNT,14848
GMG,24173
MOG,5828
MOG2,40059
KNN,2154
CNT,14604
GMG,24314
MOG,5846
MOG2,40286
KNN,2131
CNT,14871
GMG,24260
MOG,5849
MOG2,40285
KNN,2094
CNT,14757
GMG,24267
MOG,5725
MOG2,40403
KNN,2136
CNT,14763
GMG,24036
MOG,5590
MOG2,40327
KNN,2121
CNT,14593
GMG,24381
MOG,5684
MOG2,40579
KNN,2095
CNT,14949
GMG,24289
MOG,5620
MOG2,40587
KNN,2075
CNT,14826
GMG,24040
MOG,5504
MOG2,40550
KNN,2080
CNT,14731
GMG,23781
MOG,5358
MOG2,40445
KNN,2055
CNT,14484
GMG,23634
MOG,5369
MOG2,40527
KNN,2056
CNT,14437
GMG,23626
MOG,5457
MOG2,40653
KNN,2007
CNT,14462
GMG,23458
MOG,5251
MOG2,40527
KNN,2019
CNT,14262
GMG,23384
MOG,5334
MOG2,40598
KNN,1987
CNT,14220
GMG,23198
MOG,5315
MOG2,40654
KNN,2004
CNT,14073
GMG,23030
MOG,5225
MOG2,40516
KNN,1907
CNT,13918
GMG,23155
MOG,5413
MOG2,40696
KNN,1843
CNT,14123
GMG,22995
MOG,5395
MOG2,40740
KNN,1845
CNT,13899
GMG,23007
MOG,5365
MOG2,40819
KNN,1855
CNT,13927
GMG,22787
MOG,5291
MOG2,40714
KNN,1881
CNT,13632
GMG,22830
MOG,5261
MOG2,40897
KNN,1843
CNT,13659
GMG,23036
MOG,5374
MOG2,40925
KNN,1844
CNT,13845
GMG,22871
MOG,5309
MOG2,40877
KNN,1830
CNT,13664
GMG,22628
MOG,5392
MOG2,40924
KNN,1891
CNT,13490
GMG,22568
MOG,5243
MOG2,41021
KNN,1854
CNT,13547
GMG,22471
MOG,5255
MOG2,41033
KNN,1899
CNT,13398
GMG,22254
MOG,5161
MOG2,41027
KNN,1900
CNT,13147
GMG,22483
MOG,5413
MOG2,41281
KNN,1921
CNT,13398
GMG,22396
MOG,5527
MOG2,41230
KNN,1882
CNT,13337
GMG,22503
MOG,5575
MOG2,41475
KNN,1893
CNT,13466
GMG,22373
MOG,5474
MOG2,41429
KNN,1927
CNT,13270
GMG,22278
MOG,5412
MOG2,41555
KNN,1908
CNT,13188
GMG,22108
MOG,5422
MOG2,41512
KNN,1945
CNT,13046
GMG,22242
MOG,5461
MOG2,41674
KNN,1887
CNT,13270
GMG,22087
MOG,5577
MOG2,41614
KNN,1878
CNT,13044
GMG,22059
MOG,5629
MOG2,41698
KNN,1952
CNT,13077
GMG,22134
MOG,5674
MOG2,41722
KNN,1947
CNT,13285
GMG,21935
MOG,5721
MOG2,41758
KNN,1859
CNT,13187
GMG,21681
MOG,5598
MOG2,41657
KNN,1871
CNT,12985
GMG,21492
MOG,5554
MOG2,41704
KNN,1867
CNT,12880
GMG,21240
MOG,5578
MOG2,41585
KNN,1915
CNT,12714
GMG,21135
MOG,5621
MOG2,41723
KNN,1858
CNT,12585
GMG,20893
MOG,5625
MOG2,41606
KNN,1847
CNT,12439
GMG,20802
MOG,5628
MOG2,41603
KNN,1814
CNT,12363
GMG,20519
MOG,5662
MOG2,41529
KNN,1794
CNT,12149
GMG,20542
MOG,5709
MOG2,41716
KNN,1828
CNT,11906
GMG,20379
MOG,5673
MOG2,41877
KNN,1790
CNT,11417
GMG,20154
MOG,5609
MOG2,41788
KNN,1738
CNT,11036
GMG,20078
MOG,5580
MOG2,41841
KNN,1721
CNT,10974
GMG,19857
MOG,5625
MOG2,41815
KNN,1747
CNT,10816
GMG,19962
MOG,5620
MOG2,42083
KNN,1806
CNT,11165
GMG,20082
MOG,5726
MOG2,42063
KNN,1783
CNT,11446
GMG,19944
MOG,5700
MOG2,42074
KNN,1759
CNT,11417
GMG,19719
MOG,5646
MOG2,42000
KNN,1757
CNT,11326
GMG,19601
MOG,5525
MOG2,42041
KNN,1777
CNT,11238
GMG,19639
MOG,5771
MOG2,42194
KNN,1801
CNT,11264
GMG,19405
MOG,5768
MOG2,42109
KNN,1812
CNT,11184
GMG,19459
MOG,5794
MOG2,42262
KNN,1852
CNT,11368
GMG,19374
MOG,5852
MOG2,42256
KNN,1848
CNT,11230
GMG,19286
MOG,5890
MOG2,42328
KNN,1885
CNT,11275
GMG,19121
MOG,5890
MOG2,42306
KNN,1898
CNT,11170
GMG,19101
MOG,5802
MOG2,42324
KNN,1938
CNT,11115
GMG,18903
MOG,5766
MOG2,42211
KNN,1911
CNT,10937
GMG,18970
MOG,5843
MOG2,42324
KNN,1936
CNT,11007
GMG,18729
MOG,5790
MOG2,42174
KNN,1915
CNT,10819
GMG,18703
MOG,5834
MOG2,42271
KNN,1907
CNT,10920
GMG,18842
MOG,5904
MOG2,42290
KNN,1862
CNT,11218
GMG,18725
MOG,5916
MOG2,42266
KNN,1789
CNT,11118
GMG,18480
MOG,5893
MOG2,42185
KNN,1796
CNT,10945
GMG,18536
MOG,5809
MOG2,42312
KNN,1796
CNT,10982
GMG,18444
MOG,5815
MOG2,42314
KNN,1755
CNT,10972
GMG,18275
MOG,5811
MOG2,42267
KNN,1771
CNT,10900
GMG,18321
MOG,5916
MOG2,42306
KNN,1682
CNT,11019
GMG,18157
MOG,5856
MOG2,42351
KNN,1660
CNT,10914
GMG,18207
MOG,5819
MOG2,42337
KNN,1653
CNT,10945
GMG,18099
MOG,5850
MOG2,42320
KNN,1650
CNT,10851
GMG,18112
MOG,5990
MOG2,42429
KNN,1678
CNT,10949
GMG,17980
MOG,5967
MOG2,42359
KNN,1695
CNT,10863
GMG,17927
MOG,5970
MOG2,42374
KNN,1694
CNT,10928
GMG,17786
MOG,5964
MOG2,42277
KNN,1753
CNT,10738
GMG,17673
MOG,6093
MOG2,42144
KNN,1734
CNT,10563
GMG,19424
MOG,12293
MOG2,42986
KNN,1886
CNT,13706
GMG,19321
MOG,10198
MOG2,43071
KNN,1884
CNT,13667
GMG,19110
MOG,8455
MOG2,43010
KNN,1829
CNT,13532
GMG,18982
MOG,5890
MOG2,43107
KNN,1800
CNT,13368
GMG,18807
MOG,5804
MOG2,43124
KNN,1830
CNT,13263
GMG,18684
MOG,5709
MOG2,43103
KNN,1826
CNT,13181
GMG,18618
MOG,5635
MOG2,43107
KNN,1819
CNT,13140
GMG,18582
MOG,5606
MOG2,43087
KNN,1818
CNT,13118
GMG,18475
MOG,5705
MOG2,43131
KNN,1794
CNT,13068
GMG,18358
MOG,5580
MOG2,43080
KNN,1798
CNT,12910
GMG,18269
MOG,5536
MOG2,43035
KNN,1818
CNT,12808
GMG,18158
MOG,5402
MOG2,43102
KNN,1826
CNT,12846
GMG,18078
MOG,5431
MOG2,43184
KNN,1768
CNT,12812
GMG,18018
MOG,5398
MOG2,43198
KNN,1769
CNT,12781
GMG,17983
MOG,5597
MOG2,43186
KNN,1730
CNT,12792
GMG,18006
MOG,5559
MOG2,42998
KNN,1704
CNT,12958
GMG,17989
MOG,5467
MOG2,43009
KNN,1671
CNT,12943
GMG,17889
MOG,5443
MOG2,43028
KNN,1728
CNT,12955
GMG,17655
MOG,5494
MOG2,42914
KNN,1689
CNT,12718
GMG,17592
MOG,5390
MOG2,42951
KNN,1686
CNT,12714
GMG,17612
MOG,5370
MOG2,43001
KNN,1659
CNT,12666
GMG,17525
MOG,5411
MOG2,42987
KNN,1703
CNT,12613
GMG,17485
MOG,5406
MOG2,43010
KNN,1617
CNT,12489
GMG,17367
MOG,5365
MOG2,42980
KNN,1623
CNT,12358
GMG,17274
MOG,5317
MOG2,43002
KNN,1571
CNT,12250
GMG,17141
MOG,5384
MOG2,42845
KNN,1597
CNT,12018
GMG,17223
MOG,5301
MOG2,43104
KNN,1580
CNT,12152
GMG,17156
MOG,5460
MOG2,43111
KNN,1552
CNT,12023
GMG,17072
MOG,5464
MOG2,43093
KNN,1527
CNT,11836
GMG,16945
MOG,5426
MOG2,43033
KNN,1528
CNT,11571
GMG,17027
MOG,5405
MOG2,42978
KNN,1510
CNT,11640
GMG,16872
MOG,5433
MOG2,42986
KNN,1502
CNT,11564
GMG,16705
MOG,5343
MOG2,42954
KNN,1470
CNT,11326
GMG,16550
MOG,5308
MOG2,42996
KNN,1434
CNT,11231
GMG,16395
MOG,5286
MOG2,43022
KNN,1455
CNT,11024
GMG,16286
MOG,5299
MOG2,42967
KNN,1436
CNT,10864
GMG,16239
MOG,5341
MOG2,43011
KNN,1466
CNT,10782
GMG,16019
MOG,5315
MOG2,42847
KNN,1455
CNT,10609
GMG,15964
MOG,5313
MOG2,42891
KNN,1420
CNT,10496
GMG,15843
MOG,5245
MOG2,42832
KNN,1390
CNT,10315
GMG,15750
MOG,5225
MOG2,42978
KNN,1394
CNT,10297
GMG,15629
MOG,5329
MOG2,42935
KNN,1398
CNT,10083
GMG,15542
MOG,5323
MOG2,42975
KNN,1416
CNT,9977
GMG,15373
MOG,5225
MOG2,42863
KNN,1374
CNT,9768
GMG,15398
MOG,5233
MOG2,43089
KNN,1370
CNT,9893
GMG,15488
MOG,5264
MOG2,42998
KNN,1381
CNT,9926
GMG,15461
MOG,5228
MOG2,43042
KNN,1324
CNT,9837
GMG,15312
MOG,5333
MOG2,42958
KNN,1353
CNT,9752
GMG,15272
MOG,5184
MOG2,43027
KNN,1363
CNT,9731
GMG,15161
MOG,5224
MOG2,43095
KNN,1348
CNT,9654
GMG,15044
MOG,5293
MOG2,43063
KNN,1388
CNT,9519
GMG,15036
MOG,5334
MOG2,43265
KNN,1386
CNT,9562
GMG,14931
MOG,5323
MOG2,43245
KNN,1423
CNT,9441
GMG,14796
MOG,5247
MOG2,43231
KNN,1384
CNT,9348
GMG,14673
MOG,5293
MOG2,43205
KNN,1361
CNT,8800
GMG,14573
MOG,5242
MOG2,43127
KNN,1368
CNT,8392
GMG,14452
MOG,5203
MOG2,43169
KNN,1382
CNT,8229
GMG,14352
MOG,5301
MOG2,43044
KNN,1415
CNT,8212
GMG,14287
MOG,5228
MOG2,43261
KNN,1435
CNT,8177
GMG,14135
MOG,5228
MOG2,43186
KNN,1427
CNT,8092
GMG,14282
MOG,5236
MOG2,43251
KNN,1424
CNT,8358
GMG,14412
MOG,5242
MOG2,43316
KNN,1473
CNT,8568
GMG,14075
MOG,5154
MOG2,43254
KNN,1393
CNT,8377
GMG,13819
MOG,5077
MOG2,43127
KNN,1448
CNT,8287
GMG,13690
MOG,4968
MOG2,43169
KNN,1436
CNT,8220
GMG,13506
MOG,4962
MOG2,43041
KNN,1406
CNT,8133
GMG,13382
MOG,4970
MOG2,43099
KNN,1426
CNT,8143
GMG,13354
MOG,4842
MOG2,43122
KNN,1386
CNT,8144
GMG,13278
MOG,4794
MOG2,43280
KNN,1361
CNT,8171
GMG,13122
MOG,4684
MOG2,43272
KNN,1373
CNT,8172
GMG,13011
MOG,4679
MOG2,43262
KNN,1342
CNT,8090
GMG,12947
MOG,4684
MOG2,43298
KNN,1289
CNT,8151
GMG,12732
MOG,4738
MOG2,43201
KNN,1277
CNT,8065
GMG,12704
MOG,4748
MOG2,43384
KNN,1222
CNT,8249
GMG,12573
MOG,4591
MOG2,43383
KNN,1189
CNT,8255
GMG,12721
MOG,4529
MOG2,43318
KNN,1203
CNT,8590
GMG,12570
MOG,4485
MOG2,43282
KNN,1210
CNT,8517
GMG,12441
MOG,4416
MOG2,43389
KNN,1211
CNT,8516
GMG,12338
MOG,4274
MOG2,43362
KNN,1214
CNT,8448
GMG,12182
MOG,4202
MOG2,43451
KNN,1242
CNT,8413
GMG,11988
MOG,4144
MOG2,43358
KNN,1269
CNT,8328
GMG,12019
MOG,4151
MOG2,43342
KNN,1251
CNT,8363
GMG,11906
MOG,4101
MOG2,43259
KNN,1229
CNT,8244
GMG,11896
MOG,4034
MOG2,43221
KNN,1259
CNT,8266
GMG,11797
MOG,4042
MOG2,43159
KNN,1259
CNT,8179
GMG,11835
MOG,4119
MOG2,43142
KNN,1266
CNT,8140
GMG,11783
MOG,4058
MOG2,43264
KNN,1261
CNT,8087
GMG,11656
MOG,4008
MOG2,43098
KNN,1277
CNT,8029
GMG,11589
MOG,3956
MOG2,43106
KNN,1246
CNT,8014
GMG,11460
MOG,3925
MOG2,43031
KNN,1246
CNT,7859
GMG,13251
MOG,9874
MOG2,43402
KNN,1296
CNT,10138
GMG,13161
MOG,7868
MOG2,43435
KNN,1310
CNT,10096
GMG,12976
MOG,6415
MOG2,43372
KNN,1306
CNT,9943
GMG,12938
MOG,3751
MOG2,43505
KNN,1295
CNT,10015
